Class Index,Title,Description
4,t mobile s sidekick ii strikes a functional balance of voice data uses,wireless industry types like to talk about smart phones as if these souped up internet capable multifunction cell phones all have the same iq but they don t lt br gt lt font face= verdana ms sans serif arial helvetica size= 2 color= 666666 gt lt b gt the washington post lt b gt lt font gt
4,prices fluctuate in a flash,prices for flash memory cards  the little modules used by digital cameras handheld organizers mp3 players and cell phones to store pictures music and other data  are headed down  way down past trends suggest that prices will drop 35 percent a year but industry analysts think that rate will be more like 40 or 50 percent this year and next due to more manufacturers entering the market
3,int 39 l observers 39 audit backs venezuelan referendum results,an audit by the international observers supported the official results of the recall referendum on venezuelan president hugo chavez cesar gaviria the secretary general of
3,workers face new overtime rules,salaried workers who have been getting overtime pay should take notice the rules are about to change under new federal regulations that go into effect tomorrow some white collar workers
2,unheralded nesterenko captures 100m gold glory,athens  if there is a more obscure olympic 100 meter champion than yuliya nesterenko let her step forward and identify herself
2,golf roundup han leads by two in wendy 39 s tourney,han the 2003 champion and 2002 runner up shot an even par 72 in the third round yesterday to take a two shot lead han had earlier rounds of 66 and 70 at the rain soaked and muddy tartan fields golf club and was at 8 under par 208
2,sox slap a high five for beating chisox,after tiptoeing through a minefield of controversy upheaval and unexpected mediocrity for more than three months the red sox stats schedule finally have their strut back
1,pakistan arrests spoil major al qaida plot,pakistan has arrested at least five al qaida linked terrorists who were plotting suicide attacks on government leaders and the us embassy officials announced saturday
1,hungary 39 s ruling socialist party names 2 candidates for pm,hungary 39 s ruling socialist party named peter kiss and ferenc gyurcsany as candidates for prime minister on saturday two days after the party accepted the resignation of prime minister peter medgyessy
2,cowboys rally to beat raiders 21 20 ap,ap  kerry collins one completion covered almost as many yards as rich gannon s seven that s one reason why he might be a better fit in the oakland raiders new offense collins 89 yard scoring strike to doug gabriel in the third quarter was the biggest play of the game before the dallas cowboys rallied to beat oakland 21 20 on tony romo s 1 yard keeper with six seconds left saturday night
2,earthquakes rattle burn 3 0 ap,ap  brian ching scored a team best 11th goal of season to lead the san jose earthquakes past the dallas burn 3 0 on saturday night
3,heed those wary instincts,when it comes to your money or anything else for that matter  i believe you should trust your gut
3,learning is a dangerous thing to deduct,tax law has long allowed a taxpayer to deduct the cost of work related education if it maintains or improves skills needed in his or her present job or business or if it is required by an employer
3,coming soon a 24 plex not so near you,there s something special about a night at the movies  it s all about friends american pop culture and escape and it s accessible to just about everyone
1,nepal rebels storm mountain town,hundreds of maoist rebels swoop on the nepalese town of khalanga killing at least one soldier
2,bills rb henry knocked out in preseason ap,ap  bills running back travis henry bruised his ribs in saturday night s preseason game against tennessee
3,audit finds no fraud in venezuelan election,the referendum on aug 15 2004 rejected the petition to revoke the mandate of president hugo chavez the observation of the carter center mission confirms the results announced by the national election council
4,china lures amazon com other online e commerce giants,going store to store hunting for bargains holds no appeal for wang qin a busy securities industry employee who says he would rather spend his time and energy on work
2,michael phelps a very nice guy finishes first,at 8 41 pm thursday greek time michael phelps was on the medal stand the champion of the 200 meter individual medley he was wearing his official
2,getting greene 39 s goat a chore worthy of an olympic medal,the tattoo on maurice greene 39 s right shoulder succinctly sums up where he feels he ranks in the world of sprinting  quot greatest of all time quot he will shout after a victory while thumping it
2,profile chen qi ma lin china 39 s new amp quotgolden pair quot,from seoul 1988 to athens 2004 china has pocketed every gold for men 39 s doubles in the olympic table tennis tournament and more amazingly each time the gold has gone to a different pair of players
2,game day recap saturday august 21,but desi relaford 39 s ninth inning drive with two runners on and two out settled into the glove of right fielder gary matthews jr
1,grenades kill 18 at dhaka rally,police and paramilitary are patrolling the streets of the bangladeshi capital after several grenades exploded near former prime minister sheikh hasina as she spoke at a party rally saturday killing at least 18 people and
2,calf problem rules ruud out of turkish trip,ruud van nistelrooy will not travel to turkey for united 39 s champions league group d finale against fenerbahce the dutch striker missed out on saturday 39 s 3 0 win over southampton at old trafford and sir alex
4,mars hills crater yield evidence of flowing water,the hills of mars yielded more tantalizing clues about how water shaped the red planet in tests by nasa news  web sites  39 s robotic geologist spirit while its twin
2,paula holds medal hopes,long distance runner paula radcliffe is tipped to add to britain 39 s olympic gold medal tally when she competes in the women 39 s marathon today
2,muller upsets agassi in semis,luxembourg 39 s gilles muller is ranked so low he has to qualify next week just to see if he can even get into the us open in less than two weeks
2,green bay packers,green bay wisconsin ticker darren sharper returned one his team 39 s three interceptions 90 yards for a touchdown leading the green bay packers to a 19 14 preseason victory over the new orleans saints
4,game on for classic gaming expo 2004,jm writes quot the classic gaming expo 2004 kicks off this weekend with over 60 industry guests this year the cge is being held at san jose 39 s mcenery convention center august 21st amp 22nd
3,tremendous victory in venezuela,while india was celebrating its independence day another important event was taking place on the other side of the world in venezuela
2,olympic gold provides inspiration,britain 39 s olympic success and gold medal tally gives the papers an excuse to wax lyrical on sunday matthew pinsent 39 s fourth rowing gold and his team 39 s success in the coxless four is the cause of many quot oar some quot puns
2,si com,san diego ticker josh beckett helped himself to his first win in over three months beckett doubled in the sixth inning to tie the game and scored the go ahead run on juan pierre  39 s home run one batter
2,lights out putting ends overton run,by steve ford courier amp press staff writer 464 7511 or sfordevansville net jeff overton 39 s run in the 104th us amateur at winged foot golf club near new york city ended one day too soon
2,mohr is less in loss to mets,san francisco ca sports network  dustan mohr dropped a fly ball with two outs and the bases loaded in the top of the 12th inning to allow two runs to score and the new york mets went on to defeat the san francisco giants 11 9 in the see saw middle
2,brees passes chargers past cardinals 38 13 ap,ap  drew brees continued his strong exhibition season passing the san diego chargers to a big halftime lead and a 38 13 victory over the arizona cardinals on saturday night
1,in op ed piece mcgreevey defends choice ap,ap  in a newspaper opinion piece published sunday new jersey s embattled governor says his decision not to leave office immediately because of a sex scandal was difficult to make but one he will not change
2,sportsview manning assaults nfl records ap,ap  there are traces of johnny unitas dan marino joe montana and steve young in peyton manning not to mention the dna of dear old dad archie they re all there in his arm his accuracy his eyes his brains
3,lavish times in oil patch not a chance,dude where 39 s my boom that 39 s a question a lot of hous tonians are asking as oil crowds the $50 a barrel mark where 39 s the frenetic hiring as oil companies staff up for the good times
3,new hospital design aids healing cuts errors,greeters direct new arrivals at the elevators wireless telephone systems and internet access are available and every guest room is private cheerful and has a fold out chairbed
2,eighth is easiest,swimmer michael phelps might have turned in his most wonderfully uplifting performance of the olympics last night and he didn 39 t even get wet
2,scoring goof taints gold,one of the feel good stories of the olympics turned sour saturday becoming the latest in a long line of scoring controversies that seem to show up in every games
2,de bruijn hall retain 50m titles,defending champion inge de bruijn of holland won the women 39 s 50m swim final in 24 58 seconds last night it was the 30 year old 39 s first gold in athens and the fourth of her career
2,bobble by mohr costs giants game,san francisco  dustan mohr of the san francisco giants sat in front of his locker with his head buried in his hands even in a new ballpark right field in san francisco remains treacherous territory
1,18 killed in grenade attacks in bangladesh,at least 18 people were confirmed killed and some 300 were injured as unidentified assailants hurled over ten grenades toward a rally organized by the main opposition
1,pakistan foils al qaeda linked plot for assassinations attacks,islamabad  pakistan has busted an al qaeda linked plot to kill high profile civil and military officials and attack key sites including the us embassy and the military headquarters officials said
1,chua three free from bird flu,kuala lumpur the three people warded at the kota baru hospital on thursday are confirmed to be free from bird flu health minister datuk dr chua soi lek said tests conducted by institute of medical research
1,militants 39 positions bombed,wana aug 21 fighter planes and helicopter gunships carried out strikes on militants 39 positions in south waziristan on saturday
1,pakistan awaiting formal us consent for new envoy kasuri,islamabad foreign minister khurshid mahmud kasuri on saturday said the government was awaiting a formal consent from the us government over the nomination of general retd jehangir karamat as pakistans new ambassador
1,pakistan spin india to defeat afp,afp  pakistan spinners shahid afridi and shoaib malik took seven wickets between them to bowl their side to a 66 run win over arch rivals india in the opening match of the triangular event here
2,williams stunned by belarus runner,lauryn williams never saw her coming not as a contender in the weeks and months leading up to the olympics not as a blur whooshing up on her right
2,athens games halfway home free,staggering traffic problems nightmarish security concerns and incomplete construction of sports venues that would cause an embarrassment to the host country
2,padres doomed by big innings,the marlins used a pair of three run innings to ease past the padres for an 8 2 victory saturday night in front of a sellout crowd of 44 149 at petco park
2,nallen loses in playoff,tucson ariz  ussid former university of arizona men 39 s golfer chris nallen lost in 19 holes in the semifinals of match play at the 2004 united states amateur championship saturday at winged foot golf club in mamaroneck ny
2,rolen 39 s 31st hr gives cards 3 0 lead,despite piling up impressive offensive numbers the st louis cardinals aren 39 t ready to bask in their success just yet the cardinals beat the pittsburgh pirates 10 6 on saturday night moving
1,putin lays wreath at akhmad kadyrov 39 s grave,tsentoroi chechnya aug 22 interfax  russian president vladimir putin arrived in the chechen village of tsentoroi on sunday morning and laid a wreath at the grave of former chechen president akhmad kadyrov
4,cisco sees momentum in crs 1 sales,executives at networking giant cisco systems say the company 39 s new crs 1 core internet router is ahead of revenue targets just as the company announced on sunday a smaller version of the product
3,nortel battles back,nortel networks is only a shadow of what it was three years ago it has shed 61 500 workers worldwide and announced last week another 3 500 are slated to go
3,qantas points to upbeat outlook,barring negative impacts on the aviation industry such as global terrorism australia 39 s flagship carrier had an upbeat future qantas 39 chief executive geoff dixon said
3,red cross calls for more help for hurricane victims,manchester nh  more victims of hurricane charley returned to the devastation friday red cross officials said more help is needed
4,internet phone service seen as growth industry,rising broadband penetration is keeping equipment makers for internet phone service on their toes in light of their aggression participation in the upcoming taipei telecom show event organizers said yesterday
4,lindows delays ipo,in the latest setback for ipo hopeful tech companies san diego based lindows www lindows com has indefinately postponed its ipo
2,campbell takes bronze,athens greece  veronica campbell snatched jamaica 39 s first olympic medal at the 2004 athens olympic games with a third place finish in the women 39 s 100 metre final last night
2,on deck marlins 60 60 at padres 65 56  7 05 tonight,the skinny beckett is facing the padres for the first time in san diego in two career starts in florida beckett is 2 0 against the padres with a 1 93 era
2,a wary sense of relief in athens,athens at the end of the first week of the olympic games security officials are generally pleased even surprised by the calm so far though they caution that a safe opening ceremony and first week may encourage a laxness that could yet give terrorists
1,french reporters vanish in iraq,two veteran french journalists have gone missing in iraq as concern mounts over the fate of an italian reporter george malbrunot of le figaro newspaper and christian chesnot of french radio have not been
1,tibetans say dalai lama may not return in this life,it is 45 years since tibet 39 s god king the dalai lama fled his homeland on horseback as chinese shells rained down on his capital
1,burundian rebels we 39 re ready to defend ourselves in court in lt b gt lt b gt,leaders of a burundian rebel group said friday they were ready to defend themselves in an international court against war crimes charges after they took responsibility for the massacre of 163 refugees their spokesman said
1,aziz calls for resolution of kashmir issue,islamabad pakistan 39 s prime minister designate said he wants the dispute over kashmir to be resolved according to the wishes of people living in the region
4,u s would allow 720 snowmobiles daily at yellowstone,with federal courts in disagreement over how many snowmobiles should be permitted in yellowstone national park the national park service proposed a temporary option
4,antidepressant study seen to back expert,a government scientist had concluded last year that most antidepressants are too dangerous for children because of a suicide risk and a new study appears to confirm his findings
4,sir godfrey hounsfield who helped develop the cat scanner dies at 84,sir godfrey hounsfield was a british electrical engineer whose work in creating the cat scan won him a nobel prize
4,mars rover finds mysterious rocks and more signs of water,both rovers the spirit and the opportunity have more than doubled their intended lifetimes of three months
4,facing middle age and aids,although aids is thought of as a disease of the young in the united states it is rapidly becoming one of the middle aged and even the old
4,the making of an x box warrior,the military has quietly become an industry leader in video game design creating games to train and even recruit the soldiers of the playstation generation will virtual boot camp make combat more real or more surreal
4,when the computer opens the closet,for many women who marry gay men the truth comes out late at night not in the bedroom but in front of the family s computer screen
4,entrepreneurial success via the internet,it took the death of his business partner at 21 for josh mohrer to get serious about trying to make their fledgling internet business a success
1,bangladesh in shock as blast toll hits 17 reuters,reuters  extra armed police patrolled the streets of the bangladeshi capital and traffic was light on sunday a working day as shocked bangladeshis woke up to the aftermath of grenade blasts that killed at least 17 people
1,nepal seeks to break rebel siege with air patrols reuters,reuters  military helicopters provided air cover to vehicles ferrying crucial supplies to the nepali capital on sunday as a blockade called by maoist rebels stretched into its fifth day a senior army officer said
1,pakistan pm shrugs off indian allegations of cross border infiltration afp,afp  pakistani prime minister chaudhry shujaat hussain played down accusations by india s ruling party that islamabad had not stopped militants from infiltrating indian controlled kashmir
1,bangladesh in shock as blast toll hits 17,dhaka reuters  extra armed police patrolled the streets of the bangladeshi capital and traffic was light on sunday a working day as shocked bangladeshis woke up to the aftermath of grenade blasts that killed at least 17 people
1,car bomb explodes in north iraq,two people die in a car bombing apparently targeting a provincial official in the iraqi town of baquba
3,qantas doesn 39 t need an airline replacement for ba dixon says,qantas airways ltd should not seek another airline to replace british airways plc if the uk carrier sells its stake in the business qantas chief executive geoff dixon said
2,world 39 s fastest men take center stage at games,for 10 pulsating seconds the fastest men on earth take center stage on sunday at the olympics to run for the ultimate prize  the 100 meters gold medal
2,vandy 39 s list gets in final of amateur,mamaroneck ny  luke list has already made it further than he ever thought so why stop now that 39 s the attitude of the 19 year old vanderbilt sophomore who continued his string of us amateur upsets with
2,bears capture booker,the chicago bears have acquired hold out pro bowl defensive end adewale ogunleye from the miami dolphins for wide receiver marty booker and a 2005 third round pick
2,boks snatch tri nations,the springboks have won the tri nations title with a 23 19 win against the wallabies in durban in a tense finish the wallabies scored twice in the final 10 minutes with the springboks reduced to 13 men but the home side held on for a deserved victory
1,pakistan sweep nets bomb suspects,pakistan has arrested more than five suspects in a plot to bomb several high profile targets in islamabad including the us embassy and the official residences of pakistan 39 s president gen
1,china celebrates deng centenary,china is celebrating the 100th anniversary of the birth of deng xiaoping its late supreme leader for most chinese the diminutive figure was the man who set the country on a pragmatic reformist
1,religion feeds sudan s fire,political rivalries ethnic strife and poverty have fueled the clashes but that has not stopped combatants from invoking religion and challenging the devotion of their rivals
3,venezuela audit reveals no fraud  observers,international observers in venezuela say an audit of the referendum results which confirmed president hugo chavez 39 s mandate in office has revealed no evidence of fraud
3,the week on the street,new york cbs mw it sure isn 39 t the goldilocks economy of yesteryear  you know not too hot not too cold but just right
3,after storm a new look at stiffer building codes,when structural engineers from miami pushed the rest of florida to adopt much stricter building codes after hurricane andrew the response was generally blas
3,wal mart plaintiff tells story,melissa howard hated the trips to hooters for wal mart management meetings but the strip clubs were even worse she said while the store manager of a wal mart in bluffton howard traveled
4,amazon $75m purchases chinese joyo,after quite a few of negotiations china 39 s non state run joyo com ltd has finally reached a deal with amazon com inc  the us e commerce giant which possibly meant a beginning
4,at amp t strikes voip deals with cable,in an attempt to spark growth in its net phone service at amp t has turned to cable companies to pitch the technology to more consumers
2,cink still afloat,akron  what 39 s already been a great week for stewart cink could get even better today if he can finish the job he started thursday in the $7 million nec invitational at firestone country club
2,woodgate windfall will be well spent  shepherd,newcastle chairman freddy shepherd has sought to reassure the magpies fans that the money brought in by the sale of jonathan woodgate will be spent wisely
1,dhaka tense after grenade blasts kill 16,police are patrolling the streets of the bangladeshi capital dhaka after a series of grenade blasts killed at least 16 people at least seven grenades were thrown at a rally yesterday of more than 3 000 supporters of the main opposition awami league
1,car bomb explodes north of baghdad,baghdad iraq  police say a car bomb has exploded north of the iraqi capital killing two people and injuring four others including a deputy provincial governor
1,18 killed by bombs at bangladesh rally ap,ap  soldiers and armed police patrolled the bangladeshi capital on sunday a day after more than a dozen grenades were thrown at an opposition rally killing at least 18 people and injuring hundreds
3,chavez urges opposition to recognize results of referendum,caracas august 22 itar tass president of venezuela hugo chavez has called on the opposition to recognize the results of a referendum on confidence in the president held on august 15
3,ipo thrusts google into new direction,there 39 s the multibillion dollar auction that snubs wall street 39 s powerful investment banks there 39 s the ipo manifesto with the pledge to change the world
3,overtime changes create potential minefield,labor unions say 6 million workers could lose overtime pay when a redefinition of overtime regulations he most sweeping change to wage and hour laws in half a century  es effect tomorrow
3,truckers strike prices to soar,new delhi august 21 truckers went on a nation wide strike from saturday to protest against the imposition of the 10 per cent service tax in the budget
3,make all mobile homes safer during hurricanes,while the complete post mortem about hurricane charley will take months to complete some conclusions already are apparent for one houses fared much better in the category 4 winds than mobile homes
4,brazil tribe has great excuse for poor math skills,some people have a great excuse for being bad at math  their language lacks the words for most numbers us based researchers reported on thursday
2,judges suspended in gymnastics scandal,the international gymnastics federation suspended three judges saturday for a mistake in scoring the men 39 s all around final but said results won 39 t be changed and american paul hamm will keep his gold medal
2,belgian makes golden comeback,athens greece  justine henin hardenne of belgium won the singles gold medal in tennis beating amelie mauresmo of france 6 3 6 3 in the final
2,listen to greene roar,athens  maurice greene flexed his arms thumped his chest and gathered the media for a post race announcement  quot we 39 re going to have a party tomorrow and everybody 39 s invited  i 39 m buying quot said the defending
2,sluggish seahawks buried by broncos,if last night 39 s seahawks broncos exhibition game was a super bowl preview as some have predicted the seahawks are in trouble
2,glavine shaky in first start since taxi crash,san francisco  mets left hander tom glavine endured a shaky return in his first pitching appearance since he lost two front teeth in a taxi accident as new york beat san francisco 11 9 in 12 innings yesterday
2,angels win tale of 2 games,they played a day night singleheader at yankee stadium on saturday one game that felt like two each with their own distinct heroes for the angels
1,pakistan in  39 al qaeda 39 arrests,at least five suspected terrorists with alleged links to al qaeda have been arrested in pakistan it is claimed they had been plotting to launch suicide attacks on government leaders and the us embassy
1,2 killed in car bomb explosion north of baghdad,two people were killed and four others injured when a car bomb went off on sunday near baquba 65 km north of baghdad police sources said
1,over 100 undocumented asylum seekers rescued in italy,more than 100 undocumented asylum seekers claiming to be palestinians rest after being rescued by the italian coast guard off sicily 21 august 2004 in the harbour of the italian island of lampedusa
4,china college for internet game industry,a college to provide training for the internet games industry has been opened in beijing xinhua china 39 s main government run news agency reported saturday that china 39 s ministry
2,quite a spread,jay vt from the top of the gondola building 4 000 feet up on the summit of jay peak the rolling hills of the northeast kingdom fade into the distance of hazy summer air the forestland of this mountain gives way to a patchwork of fields barns and silos with white steeples marking a village green at the base brown
2,maine s crocker part of record setting team,athens  michael phelps was sitting in the bleachers in his team shirt and shorts last night waving a small american flag and exulting in every gold medal especially the one he got without swimming a stroke
2,no gain on this return,cincinnati  at the height of his efforts to get out of this town corey dillon declared  quot rudi ain t no c d quot dillon now a patriot genuinely liked his former backup with the bengals  rudi johnson  and really didn t mean it the way it sounded
2,if this keeps up they just may be able to swing it,chicago  this national tv stuff terry francona still has some work to do  quot i showed up for the wrong inning quot said the red sox manager who had been lined up to do a between innings interview by fox yesterday and eventually got on but just a little later than he thought he would
2,costantino leads r i to win,south williamsport pa chris costantino struck out jacob maxwell with the bases loaded to end the game as lincoln r i  held on to beat davenport iowa 3 2 last night in little league world series action costantino finished with 15 strikeouts and allowed just four hits in picking up the win
3,lakewood company in $3b deal,the swedish company gambro ab will sell its lakewood based division to a california company for $3 05 billion in cash the division gambro healthcare us operates clinics for patients undergoing kidney dialysis and has 565 clinics and 43 200 patients
2,loaiza elicits boos,esteban loaiza is pitching his way out of the new york yankees rotation jose guillen and jeff davanon homered off the newest target of booing at yankee stadium and loaiza failed to make it out of the fourth inning yesterday in the angels storm interrupted 6 1 win over new york
2,revolution lack magic touches,foxborough  taylor twellman regained his scoring touch last night but the revolution squandered the lead in falling 2 1 to the kansas city wizards their first loss since july 4
2,footing shaky in san jose,the san jose earthquakes winners of two of the last three mls cups could be leaving the bay area after this season
2,a breath of fresh heir at bu,incoming boston university freshman chris bourque recently filled out the terriers standard player form that is kept on file at the school s sports information office  quot it s all the usual stuff  date of birth height weight and all that quot said ed carpenter who has headed up the sports information department for some 30 years  quot but the part i liked best
3,state regulators in a bid to ensure accurate auction ads target firms,three companies accused of falsely advertising multimillion dollar estate sales and auctions of property seized by the federal government or county sheriffs have signed settlement agreements with massachusetts attorney general thomas f reilly
2,payton profile let george do it,for the benefit of those who believe gary payton will arrive in boston sometime before the start of training camp oct 4 read danny ainge and doc rivers  here is a primer of sorts on the veteran point guard everyone knows what payton has done over a 14 year career that includes just about everything except an nba championship everyone knows
3,coming it that adapts to users requirements,the march of information technology into the workplace has been greeted with a mix of awe and resistance for all their promise of productivity gains computers business software and telecommunications gear have disrupted processes at the core of a company s identity
2,la salle selects giannini,philadelphia  la salle s monthlong search for a head men s basketball coach is over maine coach john giannini will be named the coach at la salle tomorrow according to a source familiar with the school s coaching search
2,cink putts his way to 5 shot lead,stewart cink seized control of the nec invitational with six straight one putt greens and a chip in from 50 feet for birdie on the 18th hole yesterday for a 2 under par 68 giving him a five shot lead over a trio of ryder cup teammates
3,the bush team s stealthy assault on tax policy,you have to say this for president bush and his advisers they are not a timid bunch
3,modern technology for an ancient sport,one sport that relies increasingly on gps technology is horseback riding  quot space age sport quot aug 16  horseback riders who practice trail riding for pleasure or the more demanding cross country sports are beginning to use gps in large numbers
3,lawsuits hold good news for investors,if you are looking for the most interesting fallout from the mutual fund scandals of the past year don t go looking in old headlines look instead at some fairly new court cases
1,via a grave site spain relives harsh divisions,granada spain  on a hillside overlooking the sierra nevada mountains a gnarled olive tree and a simple granite marker stand where historians believe spain s most celebrated 20th century poet federico garcia lorca was summarily executed and dumped in a communal grave
1,clashes in najaf threaten peace bid,najaf iraq  loyalists to shi ite muslim cleric moqtada al sadr remained in control of the gold domed imam ali shrine yesterday after failing to reach an agreement with representatives of iraq s most senior shi ite leader on how to hand over the holy site
1,pakistan says suicide attack plot on leaders embassy foiled,islamabad pakistan  at least five al qaeda linked terrorists suspected of plotting suicide attacks on government leaders and the us embassy have been arrested by pakistan officials announced yesterday
1,mideast n africa terror warning set,on the heels of a us indictment of hamas figures the state department issued an updated warning yesterday that americans in the middle east and north africa could be targets of terrorist attacks  quot anti american violence could include possible terrorist actions against aviation ground transportation and maritime interests quot the department said the indictment was unsealed friday in chicago against a political
1,bombings kill 14 at a rally by bangladesh opposition,dhaka bangladesh  a series of bombs exploded yesterday as a bangladeshi opposition leader was speaking at a rally at least 14 people were killed and hundreds were wounded witnesses and news reports said
1,us shows flexibility on israeli settlements,crawford texas  the bush administration confirmed yesterday that it may accept limited growth within existing israeli settlements in the west bank in a shift that could help embattled prime minister ariel sharon
1,china hails 100th anniversary of birth of nation 146 s modernizer,guangan china  deng xianyan ran his fingers over a bottle of deng family liquor as he mulled the legacy of his famous cousin the late chinese leader deng xiaoping on the 100th anniversary of his birth
1,rolling through rural china train of doctors restores sight,kashgar china  impatiently gopur samat stood at the ready as a nurse stripped the bandage from his right eye and steered his attention toward a chart 20 feet away smiling gopur pointed up still smiling as the nurse gestured toward another symbol he pointed down then left then right gopur 68 suddenly could see clearly again
2,sampanis stripped of bronze,greek weightlifter leonidas sampanis is stripped of his bronze medal after testing positive for drugs
3,unclear on overtime rules,in a landmark overhaul of pay eligibility the labor department and unions clash over how much clarity has really been attained by jeff harrington times staff writer
3,big deals alter face of mall industry,in the late 1980s developers were breaking ground for new shopping centers in the united states at the rate of four a day in 2004 only three regional malls are expected to open the whole year
3,we 39 d better get ready,the argument against strengthening building requirements is simple it would cost too much and poor people couldn 39 t afford it
3,indian pm pledges to check spiraling inflation rate,indian prime minister manmohan singh saturday said that controlling record high inflation which has soared in recent weeks to touch a new three and a half year high was
2,sports greek weightlifter stripped of medal,athens greece greek weightlifter leonidas sampanis has been stripped of his bronze medal for a doping offense it was the first medal to be stripped from an athlete in athens because of doping
2,our performance was 100 per cent 39,schinias greecefor a few anxious moments not knowing the colour of the olympic medal he had just won was the best part of these games for canadian rowing star barney williams
2,moore ousts overton in us amateur,moore a senior at unlv who has already won the ncaa division i us amateur public links and western amateur titles will face luke list who beat chris nallen in 19 holes in today 39 s 36 hole final
1,nepal capital at mercy of unseen menace in the mountains,naubise nepal  somewhere on the other side of the mist covered green hills that guard nepal 39 s ancient capital kathmandu maoist rebels are grinning
1,bird flu believed endemic in asia spreads to pigs,the discovery of a deadly bird flu strain in malaysia after cases elsewhere in southeast asia signaled a major winter outbreak was likely international health experts said on friday
1,rolling through rural china train of doctors restores sight,impatiently gopur samat stood at the ready as a nurse stripped the bandage from his right eye and steered his attention toward a chart 20 feet away
3,j amp j reportedly eyes guidant,johnson amp johnson jnj nyse  news  research reportedly is negotiating to buy guidant gdt nyse  news  research for $24 billion a transaction that would unite two big manufacturers of coronary devices
4,the rovers,the issue two vehicles are still puttering around the surface of mars our view their mission is paying off in knowledge while we go about our days rather amazingly 34 million or so miles away our pair
3,surviving the ipo from hell,months ago when the idea of google 39 s inevitable ipo could be discussed by its leaders only in hypothetical terms cofounders larry page and sergey brin were trying to explain
3,overtime law clarification is hard to figure,depending on who is doing the analysis either an additional 1 3 million american workers will be eligible for overtime beginning tomorrow or 6 million will be stripped of that right
4,world 39 s lightest flying micro robot unveiled,the world 39 s lightest flying micro robot has been developed by japan 39 s seiko epson corporation the 12 gram robot resembles a small helicopter and is about 136 millimetres wide
2,ioc bans greek medallist from games,the olympics are less than a week away and organizers are pulling the pieces together for the aug 13 opening  dana vollmer will be one of those tales of courage that come up during the olympics
1,bangladesh paralysed by strikes,opposition activists have brought many towns and cities in bangladesh to a halt the day after 18 people died in explosions at a political rally
1,india withdraws patronage to eu visits in j amp k,furious with a quot biased quot and interventionist report by a european parliamentary delegation whose leader called jammu and kashmir quot the world 39 s most beautiful prison quot india has withdrawn official patronage to such visits
2,zito silences d rays bats in a s 5 0 win ap,ap  barry zito scattered four hits over eight shutout innings leading the al west leading oakland athletics past the tampa bay devil rays 5 0 on saturday night
1,u s aircraft make new attack on rebels in najaf,najaf iraq reuters  u s aircraft launched a fresh assault on shi ite rebels in the iraqi city of najaf early on sunday after talks on surrendering control of the gold domed mosque at the center of an 18 day siege ran into trouble
1,tigers edge mariners in 11 wild innings,detroit  craig monroe hit an rbi single with one out in the 11th inning leading the detroit tigers to a wild 11 10 victory over the seattle mariners on saturday night the teams combined for a comerica park record 36 hits including 21 by seattle
1,militants hold najaf shrine bombing heard,najaf iraq  militants loyal to radical shiite cleric muqtada al sadr kept their hold on a revered shrine as clashes flared in najaf on sunday raising fears a resolution to the crisis in the holy city could collapse amid bickering between shiite leaders an unofficial mediator and distant relative of the cleric pleaded with al sadr to disarm his militants pull them out of the shrine and disband his militia immediately
2,u s men end 40 year rowing drought,athens reuters  the united states stormed to their first olympic men s eights title in 40 years on sunday
2,greece shamed again at their own games,athens reuters  the greeks were shamed again at their own olympics on sunday when bronze medal weightlifter leonidas sampanis was kicked out after failing a dope test
1,venezuela audit results support vote count ap,ap  the results of an audit support the official vote count showing that president hugo chavez won this month s recall referendum in venezuela the head of the organization of american states said saturday
1,china executes man for killing rapists reuters,reuters  china has executed a 25 year old university dropout for killing six men four of whom had raped him after getting him drunk the beijing youth daily said on sunday
1,nepal seeks to break rebel siege with air patrols,kathmandu reuters  military helicopters provided air cover to vehicles ferrying crucial supplies to the nepali capital on sunday a senior army officer said as a blockade called by maoist rebels stretched into its fifth day
1,n korea dubs south wicked terrorist over refugees,seoul reuters  north korea has denounced south korean authorities as wicked terrorists who orchestrated the airlift of 468 north korean refugees as part of a plot to bring down the communist system
1,residents return to darfur after fleeing attack,sani delaiba sudan reuters only god saved us when the janjaweed attacked we had to walk to safety and 12 men were killed  said khultoum eissa abdallah now back in her hometown in sudan s troubled darfur region
1,palestinians denounce u s over settlement shift,ramallah west bank reuters  palestinians accused the united states on sunday of destroying hopes of negotiations with israel for a palestinian state after washington signaled it could accept some growth of settlements in the west bank
3,charley hurts disney workers,walt disney world escaped serious storm damage from hurricane charley last weekend but many central florida residents including employees of the magic kingdom and other orlando theme parks weren 39 t so lucky
3,tooele grapples with wal mart,wal mart didn 39 t completely kill downtown tooele  but it came pretty darn close today 14 years after the giant retailer opened one of its first utah stores here tooele 39 s old
4,utah a clean air act offender study says,a new national study identifies utah as one of at least 29 states that have loopholes in their laws allowing for quot accidental quot pollution emissions beyond the limits of the federal clean air act
4,apple recalls 28 000 faulty batteries sold with 15 inch powerbook,apple has had to recall up to 28 000 notebook batteries that were sold for use with their 15 inch powerbook apple reports that faulty batteries sold between january 2004 and august 2004 can overheat and pose a fire hazard
2,sampanis confirmed positive,the ioc executive board met early on sunday to rule on the case which shocked the host nation days after its top sprint pair withdrew after missing an eve of games dope test
